,Start_Date,End_Date,Company,Lecture,Lecture_Comments,Responsive,Responsive_Comments,Student_Guide,Guide_Comment,Lab_Exercises,Lab_Comments,Classroom,Classroom_Comments,Computer,Computer_Comments,Network,Network_Comments,See_Hear,See_Hear_Comments,Years_Experience,Experience_Comments,IP_or_Telephony_Background,Background_Comments,Had_Knowledge_Skills,Knowledge_Skills_Comments,Metaswitch_Experience,Metaswitch_Exp_Comments,Attended__Appropriate_Time,Appropriate_Time_Comments,Learned_What_I_Needed,Learned_Comment,Recommend_Class,Recommend_Comments,Feedback,Instructor,Location,Course,Technical_Details
94,7/28/2016 18:37,7/28/2016 18:43,Challenge Networks,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Eleven to Twenty Years,,Both IP and Telephony,,Strongly Agree,,Less than 3 months,,Yes,,Strongly Agree,,Yes,,,       John Newbery    ,On-site at my Company Location ,Perimeta SBC Accelerated Deployment ,Strongly Agree   
95,7/26/2016 12:42,7/26/2016 13:01,Telstra,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Twenty One or More Years,,Telephony,,Agree,,12 to 23 months,,Yes,,Agree,,Yes,,,       John Newbery    ,On-site at my Company Location ,Perimeta SBC Accelerated Deployment , Agree  
96,7/15/2016 4:43,7/15/2016 4:52,Charter Communications,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Disagree,Sitting in a classroom for 8 hours everyday for a week on those hard plastic chairs started affecting my back and was really uncomfortable.  I would have to get up and stretch and move my legs because my butt and legs were falling asleep more than if sitting in cushion chairs.  ,Strongly Agree,,Strongly Agree,,Strongly Agree,,Eleven to Twenty Years,,Telephony,,Agree,,3 to 11 months,,No,I wish I had the opportunity to take this course prior to actually working in the Metaswitch.  I do however learn a lot by jumping in and getting familiar myself.,Agree,,Yes,,Trainers were awesome and I would recommend this class to all new hires. ,  Jake Livingstone Jason Anderson        ,Denver (DTC) ,System Overview , Agree  
97,7/15/2016 4:36,7/15/2016 4:52,Rainier Connect,Strongly Agree,,Strongly Agree,,Agree,"There are a couple of misprints in the manual.  the instructors were able to point these out, however, the facet that it was not printed out may cause confusion upon review.",Strongly Agree,I tend to learn best hands on.  The lab experience was very helpful.,Agree,The facility was sufficient for the class.,Agree,No Issues,Agree,No Issues,Agree,No Issues,Twenty One or More Years,,Telephony,,Agree,I have worked in the transport field and am new to switching technologies.  ,12 to 23 months,,Yes,,Strongly Agree,,Yes,This course balanced the Class time with the needs of day to day operations very well.  I believe this course would be valuable to my colleagues.,none at this time,  Jake Livingstone Jason Anderson        ,Denver (DTC) ,System Overview , Agree  
98,7/15/2016 4:35,7/15/2016 4:42,TEC,Agree,,Agree,,Agree,,Agree,,Agree,,Agree,,Agree,,Agree,,One to Five Years,,Telephony,,Agree,,2 to 5 years,,Yes,,Disagree,,Yes,,,  Jake Livingstone         ,Denver (DTC) ,System Overview ,  Disagree 
99,7/15/2016 4:36,7/15/2016 4:46,Metaswitch,Strongly Agree,,Strongly Agree,,Agree,A few slides need updating. One of the first slides on the first day was outdated. Please make sure to correct them before the next class.,Agree,,Agree,It's a bit cold in the back of the class after lunch hours once the AC kicks in.,,,Agree,Ended up using my own laptop.,Agree,"I can hear the instructors fine, but when a student asks questions it is very difficult to hear. It would be best for the instructors to reiterate the questions before answering them especially when students are not projecting their voices.",Six to Ten Years,,Both IP and Telephony,,Agree,I didn't get a chance to take the TRA TDM course.,2 to 5 years,,No,Wish I took this class last year before I got transitioned into the CE role. Glad I took it now though.,Agree,,Yes,I would consider sending team members who hasn't attended bootcamp to attend this class.,,  Jake Livingstone Jason Anderson        ,Dallas (DRTC) ,System Overview , Agree  
100,7/15/2016 4:34,7/15/2016 4:47,Charter,Strongly Agree,very helpful and supportive,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Eleven to Twenty Years,,Both IP and Telephony,,Agree,,3 to 11 months,in my prior job - TW Telecom we used EAS - Metaswitch for our voice mail & auto attendant platforms that was my extent  of my Metaswitch exposure.,Yes,,Agree,,Yes,,"None , the class was very helpful  and informative .",   Jason Anderson        and Jason Anderson fo parts  of the course ,Denver (DTC) ,System Overview ,Strongly Agree   
101,7/15/2016 4:35,7/15/2016 4:52,Encore Communications,Strongly Agree,,Strongly Agree,,Strongly Disagree,"I don't think we got a student guide.  If it is the power point pdf, it is good information, but it is more of a bullet point informational guide.  I think there is a lot more information out on communities.  I think them pointing that out is helpful.    The lab book was accurate and straight forward.",Strongly Agree,,Disagree,It was on the warm side most days.,Strongly Agree,,Agree,"On 7/14 there was latency with the Dallas switch, but I don't think that was due to the network here.",Strongly Agree,,Twenty One or More Years,,IP,,Strongly Agree,,Less than 3 months,"No experience at all, other than looking at community postings.",Yes,,Strongly Agree,Great foundational course.,Yes,,1) Send out a confirmation of enrollment in the class a couple days prior to start.  Quite a few of us were flying in wondering if we were still actually enrolled.  Something like hey we're happy to see you in a couple of days..    2) Jason and Jake did an excellent job on the class.  ,  Jake Livingstone Jason Anderson        ,Denver (DTC) ,System Overview , Agree  
102,7/15/2016 4:35,7/15/2016 4:43,Charter,Agree,,Agree,,Agree,,Agree,,Disagree,Front of the class was hot. I was freezing in the back of the class under the AC.  ,Agree,Had a small old monitor but the rest of the class had new larger ones.,Agree,,Agree,,Eleven to Twenty Years,,Telephony,,Agree,,12 to 23 months,,No,Needed this class a year ago. Now I need a more advanced class but was told I had to have this one first.,Agree,,Yes,New hires,Spend less time on telephony theory and more on the equipment.,  Jake Livingstone Jason Anderson        ,Denver (DTC) ,System Overview ,  Disagree 
103,7/15/2016 4:34,7/15/2016 4:40,Fairpoint Communications,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Eleven to Twenty Years,,Both IP and Telephony,,Agree,,3 to 11 months,,No,"No, I would have liked to take it earlier. But this is a great course",Strongly Agree,,Yes,,Both instructors were great. Jake a breath of knowledge and experience to convey,  Jake Livingstone Jason Anderson        ,Denver (DTC) ,System Overview ,Strongly Agree   
104,7/15/2016 4:34,7/15/2016 4:44,TDS Telecom,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Eleven to Twenty Years,,Telephony,,Agree,,Less than 3 months,,Yes,,Agree,,Yes,,"I feel both instructors did a great job teaching the class curriculum in a way that was understandable to all.  They were knowledgeable, helpful and did their best to ensure the class was fun.  I would highly recommend this class to others and feel their experience was the same as mine.",  Jake Livingstone Jason Anderson        ,Denver (DTC) ,Other (please specify) Metaswitch System Overview, Agree  
105,7/15/2016 4:34,7/15/2016 4:41,WIN,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,One to Five Years,,IP,,Agree,,3 to 11 months,,Yes,,Agree,,Yes,,Jason Anderson helped teach the class also. He was very helpful with all my questions and easy to talk talk to. Overall I am very impressed with the course and trainers.,  Jake Livingstone         ,Denver (DTC) ,System Overview , Agree  
106,7/15/2016 4:34,7/15/2016 4:40,,Agree,,Agree,,Agree,,Agree,"There could have been more of this. Having equipment in the class for students to use, would also be helpful. ",Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Six to Ten Years,,Telephony,,Agree,,3 to 11 months,,Yes,,Disagree,,Yes,,N/A,  Jake Livingstone Jason Anderson        ,Denver (DTC) ,System Overview ,  Disagree 
107,7/15/2016 4:34,7/15/2016 4:39,Telepacific,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Twenty One or More Years,,Telephony,,Agree,,Less than 3 months,,Yes,,Agree,,Yes,,Looking forward to having some instruction on the clustered CFS.    Thanks,  Jake Livingstone Jason Anderson        ,Denver (DTC) ,System Overview , Agree  
108,7/15/2016 4:34,7/15/2016 4:42,Charter/Spectrum,Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Eleven to Twenty Years,,Both IP and Telephony,,Strongly Agree,,3 to 11 months,,Yes,,Disagree,,Yes,There would need to be some changes   see below,"1. There was way too much focus on Telecom Basics. Not only that but a huge focus on MF trunks.. I believe that the time spent on these things could have been much better utilized by going over the SOFTWARE .. My thoughts coming into this class were that this was an overview of MetaSwitch and not telecom.   2. I thought Jason did an amazing job instructing. My understanding is that he is new and just coming into this role.  GREAT JOB.. Jake, knew his stuff but the feeling around was that he was a bit condescending towards Jason. Maybe take the attitude down a notch.    ",  Jake Livingstone Jason Anderson        ,Denver (DTC) ,Other (please specify) Meta Overview, Agree  
109,7/15/2016 4:34,7/15/2016 4:39,TEC,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Six to Ten Years,,Both IP and Telephony,,Agree,,12 to 23 months,,Yes,,Strongly Agree,,Yes,,I really enjoyed the class and both instructors did really well and were super helpful...,  Jake Livingstone Jason Anderson        ,Denver (DTC) ,System Overview ,Strongly Agree   
110,7/15/2016 4:29,7/15/2016 4:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,           , ,Advanced Translations ,   
111,7/15/2016 4:00,7/15/2016 4:05,PRTC,Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Agree,,Agree,,One to Five Years,,Telephony,,Agree,,2 to 5 years,,Yes,,Agree,,Yes,,,Genaro Islas           ,Dallas (DRTC) ,Translations (North American Numbering Plan version) , Agree  
112,7/15/2016 3:59,7/15/2016 4:02,EPB,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Six to Ten Years,,Both IP and Telephony,,Strongly Agree,,6 or more years,,No,Should have went sooner.,Strongly Agree,,Yes,,,Genaro Islas           ,Dallas (DRTC) ,Translations (North American Numbering Plan version) ,   
113,7/14/2016 14:37,7/14/2016 14:51,Servicios Alestra,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Eleven to Twenty Years,,Both IP and Telephony,,Strongly Agree,,Less than 3 months,,Yes,,Agree,,Yes,,Thanks,Genaro Islas           ,"Other (please specify) San Nicolas de los Garza Nuevo Leon, Mexico",Perimeta SBC Accelerated Deployment ,Strongly Agree   
114,7/14/2016 12:22,7/14/2016 12:30,Axtel,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Six to Ten Years,,IP,,Agree,,Less than 3 months,,Yes,,Agree,,Yes,,,Genaro Islas           ,On-site at my Company Location ,Perimeta SBC Deployment & Troubleshooting ,Strongly Agree   
115,7/12/2016 6:18,7/12/2016 6:23,Metaswitch,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Six to Ten Years,,Both IP and Telephony,,Strongly Agree,,Less than 3 months,,Yes,,Strongly Agree,,Yes,,,     Phil Aird      ,Enfield ,Translations (International version) ,Strongly Agree   
116,7/12/2016 6:19,7/12/2016 6:22,Msw,Agree,,,,Agree,,Agree,,,,,,,,Strongly Agree,,,,,,Strongly Agree,,,,Yes,,Strongly Agree,,Yes,,I found this class very useful,     Phil Aird      , ,Translations (International version) , Agree  
117,7/8/2016 4:16,7/8/2016 4:20,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Eleven to Twenty Years,,IP,,Agree,,Less than 3 months,,Yes,,Agree,,Yes,,,     Phil Aird      ,Enfield ,Deployment Overview , Agree  
118,7/8/2016 4:14,7/8/2016 4:21,SDT,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,One to Five Years,,IP,,Agree,,Less than 3 months,,Yes,,Agree,,Yes,,,     Phil Aird      ,Enfield ,Deployment Overview , Agree  
119,7/8/2016 4:15,7/8/2016 4:20,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Agree,,Eleven to Twenty Years,,Both IP and Telephony,,Strongly Agree,,Less than 3 months,,Yes,,Strongly Agree,,Yes,,,     Phil Aird      ,Enfield ,Deployment Overview ,Strongly Agree   
120,7/8/2016 4:14,7/8/2016 4:23,Verscom,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Eleven to Twenty Years,,Both IP and Telephony,,Agree,,3 to 11 months,,Yes,,Disagree,"There is no actual virutal enivornment to play deployment activities from scratch like installation phase,configuration phase,and learning & playing phase.We just learned last phase only.",Yes,But for first time players.,"It is better to sperate this traning into the 3 phase like installation,confugration and modifcation.",     Phil Aird      ,Enfield ,Deployment Overview ,   
121,7/8/2016 4:14,7/8/2016 4:19,Metaswitch,Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Six to Ten Years,,Both IP and Telephony,,,,Less than 3 months,,No,"On my own reasearch, done before the training, I had read most of the content of the course.",Agree,,Yes,,,     Phil Aird      ,Enfield ,Deployment Overview ,  Disagree 
122,7/8/2016 4:14,7/8/2016 4:24,Metaswitch,Strongly Agree,,Strongly Agree,,Agree,,Agree,I found being able to play around with the lab environment useful.,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Less than One Year,,Neither,,Strongly Agree,,3 to 11 months,,No,As with Q11,Agree,,Yes,Preferably to new joiners in their first month or so,,     Phil Aird      ,Enfield ,Deployment Overview ,   
123,7/1/2016 4:53,7/1/2016 4:56,Metaswitch,Agree,,Strongly Agree,,Disagree,,Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Six to Ten Years,,Both IP and Telephony,,Strongly Agree,,Less than 3 months,,Yes,,Agree,,Yes,,,      Sunny Carter     ,Enfield ,Other (please specify) Clearwater core, Agree  
124,7/1/2016 4:52,7/1/2016 4:56,CESG,Agree,,Agree,,Agree,,Agree,"it's a shame we didn't get to make calls and look at the logs, that would have been very useful.",Agree,,Agree,,Agree,,Agree,,Eleven to Twenty Years,,Neither,,Agree,,Less than 3 months,,Yes,,Agree,,,,,      Sunny Carter     ,Enfield ,Other (please specify) clearwater core,   
125,7/1/2016 4:53,7/1/2016 4:56,CESG,Agree,,Strongly Agree,Sunny also went beyond and called experts to ask them my questions.,Agree,,Agree,,Agree,,Agree,N/A - own device,Agree,,Agree,,Eleven to Twenty Years,,IP,,Agree,,Less than 3 months,,No,We attempted to deploy just reading the docs instead of going on the course.,Strongly Agree,,Yes,,,      Sunny Carter     ,Enfield ,Other (please specify) Clearwater Core, Agree  
126,7/1/2016 4:52,7/1/2016 4:55,,Strongly Agree,,Strongly Agree,,Agree,,Agree,Much less hands on than the Perimeta course. Go look at some logs etc. Probably because of what the CW core applicance is though,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Twenty One or More Years,,IP,,Strongly Agree,,Less than 3 months,,Yes,,Agree,,Yes,,,      Sunny Carter     ,Enfield ,Other (please specify) Clearwater core, Agree  
127,7/1/2016 4:51,7/1/2016 4:54,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Less than One Year,,Both IP and Telephony,,Strongly Agree,,Less than 3 months,,Yes,,Strongly Agree,,Yes,,,      Sunny Carter     ,Enfield ,Other (please specify) Clearwater Core,Strongly Agree   
128,7/1/2016 4:49,7/1/2016 4:57,,Strongly Agree,,Strongly Agree,,Agree,,Agree,Some lab exercises were excellent. I would suggest misconfiguring the core and then getting the class to fix it as an end-of-class workshop.,Agree,,,N/A,Agree,,Agree,,Six to Ten Years,,Both IP and Telephony,,Agree,,Less than 3 months,,Yes,,Agree,,Yes,,,      Sunny Carter     ,Other (please specify) Enfield,Perimeta SBC Accelerated Deployment , Agree  
129,7/1/2016 4:47,7/1/2016 4:53,Metaswitch,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Six to Ten Years,,Both IP and Telephony,,Strongly Agree,,Less than 3 months,,Yes,,Agree,,Yes,,,      Sunny Carter     ,Enfield ,Perimeta SBC Accelerated Deployment , Agree  
130,7/1/2016 4:46,7/1/2016 4:52,CESG,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Agree,Own device,Agree,,Agree,,Eleven to Twenty Years,,IP,,Agree,,Less than 3 months,,No,We attempted to set up Metaswitch without the training and just reading the docs.,Agree,Would strongly agree but I'm sure I'll learn more as the deployment happens.,Yes,,There should be a section how to commission the product from 0.,      Sunny Carter     ,Enfield ,Perimeta SBC Accelerated Deployment , Agree  
131,7/1/2016 4:47,7/1/2016 4:51,,Strongly Agree,"Sunny was brilliant at explaining, but Phil was confusing.",Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Disagree,WiFi was slow,Strongly Agree,,Less than One Year,,Both IP and Telephony,,Strongly Agree,,Less than 3 months,,Yes,,Strongly Agree,,Yes,,,     Phil Aird Sunny Carter     ,Enfield ,Perimeta SBC Accelerated Deployment , Agree  
132,7/1/2016 4:47,7/1/2016 4:52,CESG,Agree,,Strongly Agree,,Agree,,Agree,"very good to get hands on, would have loved to spend more time making calls and dissecting them in wireshark.",Agree,,Agree,,Agree,,Agree,,Eleven to Twenty Years,,Neither,,Agree,,Less than 3 months,,Yes,,Agree,for background understanding of practicalities of SIP this was very useful.,,,,     Phil Aird Sunny Carter     ,Enfield ,Perimeta SBC Accelerated Deployment , Agree  
133,7/1/2016 4:46,7/1/2016 4:52,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Disagree,Wireless shonky at times - ethernet fine,Strongly Agree,,Eleven to Twenty Years,,IP,,Strongly Agree,,Less than 3 months,,Yes,,Strongly Agree,,Yes,,"Phil Aird trained us on the middle day. He needs to improve his technical knowledge, pace and style of delivery. It was very obvious that we werent being trained by Sunny and that the standard of the course presentation had dipped significantly.    ",      Sunny Carter     ,Enfield ,Perimeta SBC Accelerated Deployment , Agree  
134,6/24/2016 5:07,6/24/2016 5:14,Filer Mutual Telephone Co.,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Eleven to Twenty Years,,Telephony,,Agree,,12 to 23 months,I have spent very little time with the SBC.,Yes,,Agree,,Yes,,,   Jason Anderson        ,Denver (DTC) ,Perimeta SBC Deployment & Troubleshooting , Agree  
135,6/24/2016 5:08,6/24/2016 5:14,Nex-Tech,Agree,,Strongly Agree,,Disagree,Would be nice to have paper copy of entire course.,Strongly Agree,,Agree,AC quit one day but was repaired in a timely manner.,Strongly Agree,,Strongly Agree,,Strongly Agree,,Twenty One or More Years,,Telephony,,Agree,,12 to 23 months,,Yes,,Agree,,Yes,,,   Jason Anderson        ,Denver (DTC) ,Perimeta SBC Deployment & Troubleshooting , Agree  
136,6/24/2016 5:08,6/24/2016 5:16,Filer Mutual Telephone Company,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Disagree,Too hot when AC failed.,Agree,,Agree,,Agree,,Twenty One or More Years,,IP,,Agree,,2 to 5 years,,No,Our Metaswitch and Perimeta were commissioned 4 years ago.  This training would have been more beneficial prior to or immediately after commissioning.,Agree,,Yes,,"I would actually prefer more customized training at our facility using our particular configuration.  The basic class content is good, but it is a bit ""generic.""",   Jason Anderson        ,Denver (DTC) ,Perimeta SBC Deployment & Troubleshooting , Agree  
137,6/24/2016 5:07,6/24/2016 5:19,Rural Telephone/Nex-Tech,Agree,,Strongly Agree,,Agree,,Strongly Agree,More lab time would be better,Agree,"Was good once the a/c was working, a lot of background noise",Strongly Agree,,Strongly Agree,,Disagree,I think all had trouble hearing at times,Twenty One or More Years,,Telephony,I am a dinosour,Agree,,2 to 5 years,,No,"Would have liked to have had this class earlier in our company's deployment, others in our company were selected before me, which is ok",Agree,,Yes,,Rockies games as a group for people training in Denver,   Jason Anderson        ,Denver (DTC) ,Perimeta SBC Deployment & Troubleshooting , Agree  
138,6/24/2016 5:08,6/24/2016 5:20,Finger Lakes Technologies Group,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Eleven to Twenty Years,,Both IP and Telephony,,Agree,,6 or more years,,Yes,,Agree,The class could have gone more into detail on configuration examples,Yes,,I feel there could have been more to the training dealing with different configuration examples. I also feel that a virtual environment where you set up a Perimeta from scratch would be more beneficial. I also believe it would be beneficial to supply us with a virtual machine that we can use after class. Our company is at the beginning stages of deploying our first Perimeta and I will not have access to a Perimeta for the next few months until the commissioning stage is done. I will have no way to keep fresh and practice what I learned until after commissioning is complete. ,   Jason Anderson        ,Denver (DTC) ,Perimeta SBC Deployment & Troubleshooting , Agree  
139,6/24/2016 5:08,6/24/2016 5:18,Mid-Rivers,Agree,,Strongly Agree,,Agree,"Would like to have a hard copy to write in for notes.  This is the 3rd class I've been too, and the first class that we didn't have hard copies of the material.",Agree,,Agree,AC went down for a day and it was 83 degrees in the class room,Agree,,Agree,,Agree,,Eleven to Twenty Years,,Telephony,,Agree,,2 to 5 years,,No,"I had already done many of the labs on my home network, ie diagnostics, service interfaces, adjacencies, etc.",Agree,,Yes,,"For being in Telecom and with Metaswitch for 9 months, I think Jason did a pretty good job.  I'd like to see a more advanced troubleshooting class, or an advanced VOIP class.",   Jason Anderson        ,Denver (DTC) ,Perimeta SBC Deployment & Troubleshooting , Agree  
140,6/24/2016 5:07,6/24/2016 5:14,Rural Telephone/Nex-tech,Strongly Agree,,Strongly Agree,,Disagree,Needs updated and all info correct,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Twenty One or More Years,,Telephony,,Agree,,2 to 5 years,,No,It would be nice if my company would of gave me some time to work on our sbc before coming to class,Strongly Agree,,Yes,,Jason did a great job. Anytime someone had questions. He took the time to make sure they were all answered.,   Jason Anderson        ,Denver (DTC) ,Perimeta SBC Deployment & Troubleshooting ,Strongly Agree   
141,6/24/2016 5:07,6/24/2016 5:18,Jackson Energy Authority,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,"AC went out first part of week, Jason bought fans to cool it down the rest of the week. ",Strongly Agree,,Strongly Agree,,Strongly Agree,,One to Five Years,,IP,,Agree,,3 to 11 months,,Yes,,Agree,"I learned quite a bit in this course, however, I feel I could have learned more if the course was separated out so that we spent more time understanding some of the configurations that are needed to be set up, as well as troubleshooting. I learned enough to begin troubleshooting, but not enough that I wont have to message the CSE's should I come across something we were not able to encounter in class. The point of this course in the end is to make me self sufficient enough in trying to troubleshoot and configure the SBC and I do not believe 1 week is enough time for both to be done. Would really like to see a separate course for troubleshooting. ",Yes,,PLEASE DO ANOTHER COURSE WEEK FOR TROUBLESHOOTING! ,   Jason Anderson        ,Denver (DTC) ,Perimeta SBC Deployment & Troubleshooting , Agree  
142,6/24/2016 5:07,6/24/2016 5:12,WoW!,Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Eleven to Twenty Years,,Telephony,,Agree,,2 to 5 years,,Yes,,Agree,,Yes,,,   Jason Anderson        ,Denver (DTC) ,Perimeta SBC Deployment & Troubleshooting , Agree  
143,6/24/2016 5:07,6/24/2016 5:15,Telepacific Communications,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,"We had one day where the A/C was not working, Next day instructor brought in fans and A/C was repaired.",Strongly Agree,,Strongly Agree,,Strongly Agree,,Eleven to Twenty Years,,Both IP and Telephony,,Strongly Agree,,3 to 11 months,,Yes,,Strongly Agree,,Yes,,"As stated in a previous comment, there should be an advanced Perimeta course",   Jason Anderson        ,Denver (DTC) ,Perimeta SBC Deployment & Troubleshooting ,  Disagree 
144,6/24/2016 5:07,6/24/2016 5:12,City Of LaGrange,Strongly Agree,,Strongly Agree,Answered all questions thoroughly ,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Six to Ten Years,,Both IP and Telephony,,Strongly Agree,,2 to 5 years,,Yes,,Agree,"I would like to see an advanced Preimeta course where we can dive deeper into the different adjacencies and how things operate in a live environment, more in-depth and specific troubleshooting.",Yes,,Advanced Perimeta Class,   Jason Anderson        ,Denver (DTC) ,Perimeta SBC Deployment & Troubleshooting ,Strongly Agree   
145,6/23/2016 12:54,6/23/2016 13:07,BayRing/Oxford Networks,Strongly Agree,,Strongly Agree,"Jason was able to answer my questions clearly and concisely. If he did not immediately know the answer, he was able to provide an answer before the end of the day.",Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Eleven to Twenty Years,,Both IP and Telephony,,Strongly Agree,,6 or more years,,Yes,,Disagree,I would have liked to learned more about peering configurations as well built out a core adjacency. ,Yes,"Yes, class not only provided configuration details on the Perimeta, but also a well done overview of the SIP Protocol.",I would like to see a training facility on the east coast. Having to travel across the US to attend training can sometime be a deterrent.,   Jason Anderson        ,Denver (DTC) ,Perimeta SBC Deployment & Troubleshooting ,Strongly Agree   
146,6/17/2016 5:28,6/17/2016 5:34,Windstream,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Twenty One or More Years,,Telephony,,Agree,,Less than 3 months,,Yes,,Strongly Agree,,Yes,,,    Dr. Michael Allen       ,On-site at my Company Location ,Other (please specify) windstream noc training,Strongly Agree   
147,6/17/2016 5:22,6/17/2016 5:31,Windstream,Strongly Agree,,Strongly Agree,I enjoyed the class. It was very informative. ,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Twenty One or More Years,,Both IP and Telephony,,Agree,,Less than 3 months,,Yes,,Agree,,Yes,,,    Dr. Michael Allen       ,On-site at my Company Location ,Other (please specify) Windstream NOC training, Agree  
148,6/17/2016 5:23,6/17/2016 5:31,Windstream,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Twenty One or More Years,,Both IP and Telephony,,Strongly Agree,,3 to 11 months,,No,I need this earlier,Strongly Agree,,Yes,,,    Dr. Michael Allen       ,On-site at my Company Location ,Other (please specify) Windstream NOC Training,Strongly Agree   
149,6/17/2016 5:21,6/17/2016 5:31,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Agree,,Twenty One or More Years,,Both IP and Telephony,,Agree,,Less than 3 months,,Yes,,Agree,,Yes,,no,    Dr. Michael Allen       ,Other (please specify) Live Oak FL.,Other (please specify) Windstream NOC Training, Agree  
150,6/17/2016 5:21,6/17/2016 5:30,windstream,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,I need better glasses,Eleven to Twenty Years,,Both IP and Telephony,,Strongly Agree,,Less than 3 months,,Yes,,Strongly Agree,,Yes,,very informative class ,    Dr. Michael Allen       ,Other (please specify) Live Oak Fl.,Other (please specify) noc meta switch training,Strongly Agree   
